1.716,2.087,0.071,0.625,0.271,0.966,1.966,1.255,0.604,306.26,543.24,161.55,177.81,-0.56,125.13
1.621,2.109,0.113,0.679,0.286,0.92,1.926,1.106,0.31,308.07,538.95,162.04,177.82,-0.56,125.13
1.506,2.15,0.2,0.71,0.301,0.899,1.874,0.985,0.037,310.45,534.76,162.54,177.82,-0.56,125.13
1.408,2.166,0.274,0.724,0.31,0.832,1.82,0.859,0.302,313.01,531.18,163,177.82,-0.56,125.12
1.328,2.183,0.341,0.756,0.312,0.756,1.805,0.712,0.55,316.06,527.74,163.54,177.81,-0.56,125.13
1.25,2.198,0.422,0.776,0.323,0.682,1.783,0.583,0.734,319.39,524.7,164.01,177.82,-0.57,125.13
1.157,2.22,0.491,0.781,0.346,0.567,1.781,0.451,0.918,323.05,521.98,164.54,177.82,-0.55,125.14
1.061,2.218,0.556,0.785,0.36,0.452,1.799,0.35,1.079,326.75,519.87,165.05,177.82,-0.56,125.12
0.997,2.24,0.587,0.798,0.396,0.348,1.805,0.229,1.186,330.82,518.03,165.57,177.83,-0.56,125.13
0.944,2.247,0.654,0.796,0.445,0.248,1.838,0.182,1.253,335.06,516.6,166.03,177.82,-0.55,125.14
0.866,2.249,0.674,0.828,0.479,0.162,1.878,0.119,1.29,339.31,515.69,166.56,177.82,-0.56,125.12
0.784,2.221,0.727,0.802,0.542,0.087,1.909,0.127,1.297,343.94,515.17,167.06,177.82,-0.56,125.14
0.735,2.192,0.734,0.81,0.603,0.006,1.979,0.151,1.296,348.06,515.16,167.55,177.82,-0.56,125.12
0.678,2.173,0.736,0.801,0.692,0.066,2.03,0.21,1.246,352.41,515.61,168.06,177.81,-0.56,125.13
0.619,2.122,0.762,0.848,0.771,0.125,2.098,0.202,1.198,358.07,516.88,168.77,177.83,-0.56,125.12
0.553,2.038,0.767,0.838,0.829,0.17,2.181,0.154,1.147,362.22,518.39,169.26,177.83,-0.56,125.14
0.472,1.96,0.755,0.825,0.902,0.214,2.228,0.141,1.073,366.04,520.3,169.77,177.82,-0.56,125.13
0.428,1.898,0.736,0.822,0.961,0.245,2.325,0.11,1.016,369.74,522.64,170.27,177.82,-0.56,125.13
0.382,1.821,0.725,0.838,1.003,0.281,2.396,0.136,0.946,373.01,525.27,170.8,177.82,-0.56,125.13
0.352,1.739,0.714,0.829,1.078,0.289,2.537,0.219,0.86,375.98,528.18,171.29,177.82,-0.56,125.13
0.284,1.649,0.698,0.804,1.095,0.289,2.57,0.373,0.795,378.6,531.38,171.79,177.83,-0.56,125.13
0.251,1.569,0.687,0.797,1.11,0.293,2.68,0.543,0.704,380.88,534.93,172.31,177.83,-0.56,125.13
0.206,1.491,0.673,0.782,1.11,0.284,2.772,0.741,0.653,382.73,538.58,172.83,177.83,-0.56,125.13
0.163,1.406,0.64,0.748,1.098,0.271,2.844,0.972,0.559,384.16,542.37,173.34,177.83,-0.56,125.12
0.139,1.345,0.62,0.718,1.054,0.262,2.859,1.138,0.484,385.18,546.18,173.81,177.83,-0.56,125.13
0.138,1.279,0.591,0.685,1.036,0.273,2.945,1.31,0.425,385.8,550.04,174.29,177.82,-0.56,125.12
0.126,1.239,0.571,0.651,0.986,0.249,2.989,1.521,0.375,386.01,554.02,174.78,177.82,-0.56,125.12
0.124,1.217,0.532,0.559,0.936,0.237,3.016,1.659,0.298,385.78,557.83,175.29,177.83,-0.56,125.12
0.115,1.175,0.508,0.501,0.907,0.203,3.014,1.812,0.196,385.18,561.61,175.78,177.83,-0.56,125.12
0.128,1.163,0.488,0.422,0.849,0.182,3.047,1.89,0.134,384.69,563.58,176.01,177.82,-0.56,125.13
0.151,1.162,0.455,0.352,0.804,0.148,3.048,2.011,0.082,383.46,567.26,176.51,177.83,-0.56,125.13
0.167,1.146,0.449,0.272,0.752,0.145,3.008,2.076,0.082,381.95,570.82,177.06,177.82,-0.56,125.12
0.205,1.115,0.431,0.181,0.697,0.102,2.977,2.156,0.13,379.99,574.12,177.54,177.83,-0.56,125.13
0.285,1.155,0.399,0.102,0.656,0.09,2.886,2.17,0.193,377.8,577.2,178.05,177.82,-0.56,125.13
0.318,1.151,0.378,0.017,0.605,0.07,2.839,2.171,0.264,375.24,580.02,178.53,177.82,-0.56,125.13
0.392,1.179,0.344,0.062,0.586,0.043,2.745,2.212,0.334,372.47,582.52,179.09,177.82,-0.55,125.13
0.454,1.171,0.312,0.142,0.535,0.029,2.67,2.199,0.417,369.21,584.76,179.55,177.83,-0.56,125.13
0.564,1.21,0.284,0.212,0.507,0.009,2.568,2.181,0.497,366.12,586.42,180.01,177.84,-0.55,125.14
0.745,1.401,0.159,0.093,0.406,0.017,2.358,2.175,0.587,362.78,587.97,180.49,177.82,-0.56,125.13
0.195,0.579,0.513,0.231,0.362,0.007,2.022,2.081,0.79,359.33,589.08,181.04,177.82,-0.56,125.14
0.124,0.575,0.49,0.278,0.331,0.017,1.96,2.052,0.826,355.77,589.8,181.52,177.82,-0.56,125.12
0.032,0.614,0.484,0.283,0.281,0.049,1.902,1.973,0.867,352.39,590.11,182.03,177.82,-0.55,125.14
0.065,0.622,0.441,0.293,0.298,0.064,1.843,1.906,0.915,348.97,590.17,182.48,177.81,-0.56,125.13
0.175,0.661,0.407,0.294,0.293,0.088,1.774,1.817,0.937,345.45,589.77,183,177.82,-0.55,125.14
0.25,0.669,0.404,0.282,0.277,0.106,1.706,1.74,0.98,340.23,588.47,183.75,177.82,-0.57,125.12
0.3,0.688,0.366,0.276,0.282,0.153,1.664,1.683,0.984,336.84,587.1,184.26,177.82,-0.56,125.13
0.302,0.667,0.369,0.238,0.266,0.15,1.627,1.592,1.004,333.8,585.55,184.78,177.81,-0.57,125.12
0.362,0.682,0.344,0.189,0.262,0.172,1.602,1.511,1.013,330.89,583.58,185.26,177.83,-0.56,125.12
0.351,0.685,0.354,0.166,0.263,0.216,1.577,1.463,0.985,328.31,581.44,185.77,177.81,-0.57,125.12
0.35,0.686,0.339,0.139,0.278,0.226,1.476,1.429,1.002,325.86,578.87,186.27,177.83,-0.56,125.12
0.371,0.677,0.327,0.081,0.275,0.261,1.447,1.34,0.979,323.89,576.35,186.78,177.81,-0.57,125.13
0.353,0.693,0.33,0.027,0.28,0.277,1.438,1.258,0.917,322.12,573.51,187.29,177.82,-0.56,125.13
0.354,0.703,0.33,0.022,0.263,0.289,1.416,1.176,0.903,320.72,570.51,187.8,177.82,-0.56,125.13
0.39,0.74,0.303,0.064,0.287,0.323,1.438,1.128,0.821,319.64,567.46,188.3,177.81,-0.57,125.13
0.378,0.771,0.305,0.088,0.274,0.32,1.446,1.059,0.777,318.85,564.25,188.79,177.83,-0.56,125.13
0.348,0.737,0.318,0.134,0.308,0.366,1.378,0.959,0.705,318.47,561.25,189.29,177.81,-0.57,125.14
0.292,0.733,0.33,0.165,0.289,0.353,1.379,0.893,0.584,318.35,558.13,189.76,177.83,-0.56,125.13
0.297,0.77,0.342,0.17,0.305,0.37,1.335,0.847,0.545,318.48,556.92,190.02,177.82,-0.56,125.12
0.265,0.773,0.345,0.219,0.309,0.358,1.325,0.76,0.451,318.83,553.78,190.51,177.82,-0.56,125.12
0.253,0.785,0.357,0.248,0.299,0.347,1.317,0.738,0.362,319.53,550.76,191.03,177.81,-0.56,125.12
0.246,0.842,0.361,0.289,0.275,0.314,1.286,0.693,0.272,320.57,547.64,191.51,177.82,-0.56,125.12
0.212,0.849,0.364,0.311,0.277,0.306,1.267,0.636,0.209,321.78,544.95,191.99,177.83,-0.56,125.12
0.192,0.849,0.395,0.342,0.293,0.283,1.243,0.58,0.134,323.36,542.38,192.51,177.81,-0.56,125.12
0.162,0.85,0.386,0.353,0.298,0.263,1.247,0.524,0.088,325.17,539.94,192.98,177.82,-0.56,125.12
0.13,0.864,0.407,0.357,0.316,0.249,1.231,0.472,0.093,327.2,537.77,193.51,177.81,-0.56,125.12
0.089,0.868,0.434,0.356,0.301,0.192,1.221,0.402,0.123,329.28,535.8,193.95,177.84,-0.55,125.12
0.047,0.844,0.445,0.366,0.328,0.197,1.229,0.401,0.152,331.73,534.18,194.52,177.83,-0.56,125.11
0.02,0.821,0.466,0.401,0.338,0.164,1.234,0.355,0.207,334.43,532.72,195.07,177.82,-0.56,125.13
0.049,0.813,0.508,0.397,0.343,0.135,1.231,0.334,0.232,337.08,531.6,195.54,177.82,-0.56,125.12
0.086,0.804,0.509,0.399,0.347,0.108,1.234,0.302,0.258,339.68,530.8,196,177.82,-0.56,125.12
0.089,0.787,0.526,0.441,0.341,0.079,1.241,0.313,0.303,342.47,530.25,196.49,177.82,-0.56,125.12
0.1,0.764,0.539,0.427,0.354,0.045,1.243,0.296,0.274,345.26,530,197.01,177.82,-0.56,125.12
0.133,0.742,0.534,0.431,0.369,0.024,1.241,0.278,0.274,348.05,530.08,197.5,177.82,-0.56,125.12
0.154,0.71,0.527,0.428,0.388,0.009,1.226,0.291,0.293,350.79,530.43,198,177.82,-0.56,125.12
0.17,0.698,0.543,0.43,0.398,0.037,1.261,0.321,0.287,353.45,531.05,198.5,177.82,-0.56,125.12
0.208,0.687,0.552,0.418,0.402,0.034,1.277,0.329,0.261,356,531.96,199.01,177.82,-0.56,125.12
0.234,0.649,0.547,0.427,0.405,0.041,1.285,0.34,0.248,359.84,533.98,199.86,177.83,-0.55,125.13
0.255,0.622,0.552,0.425,0.422,0.07,1.314,0.39,0.22,360.67,534.51,200,177.82,-0.56,125.13
0.294,0.591,0.574,0.406,0.421,0.072,1.326,0.45,0.172,362.76,536.13,200.52,177.82,-0.56,125.12
0.329,0.56,0.579,0.414,0.411,0.075,1.323,0.456,0.181,364.53,537.84,200.97,177.82,-0.56,125.13
